sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,priors_count.1,jail_time
Male,38,25 - 45,African-American,0,0,0,0,(F3),Driving While License Revoked,0,0,19320
Male,38,25 - 45,African-American,0,0,0,2,(F3),Driving While License Revoked,0,2,18780
Male,27,25 - 45,Caucasian,0,0,0,2,(M2),Trespass Struct/Conveyance,0,2,540
Female,28,25 - 45,African-American,0,0,0,1,(F1),arrest case no charge,0,1,71820
Male,21,Less than 25,African-American,1,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,59880
Male,56,Greater than 45,Caucasian,0,0,0,7,(F3),Felony Driving While Lic Suspd,1,7,52320
Male,38,25 - 45,African-American,0,0,0,15,(F3),Possession of Cocaine,0,15,65820
Male,28,25 - 45,African-American,0,0,0,2,(M1),Possess Cannabis/20 Grams Or Less,0,2,64080
Male,45,Greater than 45,African-American,0,0,0,3,(F3),arrest case no charge,0,3,51000
Female,24,Less than 25,Other,0,0,0,1,(F3),arrest case no charge,0,1,1860
Male,61,Greater than 45,Caucasian,0,0,0,1,(F3),arrest case no charge,0,1,73380
Female,51,Greater than 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,1,0,62580
Male,51,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,76740
Male,20,Less than 25,Caucasian,0,0,1,0,(F3),Poss Similitude of Drivers Lic,0,0,2400
Male,36,25 - 45,Other,0,0,0,1,(M1),Possess Cannabis/20 Grams Or Less,1,1,6360
Male,48,Greater than 45,African-American,0,0,0,0,(F3),Aggravated Battery (Firearm/Actual Possession),0,0,8580
Male,37,25 - 45,Caucasian,0,0,0,4,(F3),arrest case no charge,1,4,73440
Female,30,25 - 45,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,2,69000
Female,41,25 - 45,African-American,0,0,0,5,(M1),Battery,0,5,20880
Male,27,25 - 45,African-American,0,0,0,11,(F2),Robbery / No Weapon,1,11,14760
Male,37,25 - 45,African-American,0,0,0,0,(M1),Battery,1,0,67680
Male,33,25 - 45,Other,0,0,0,4,(F3),Aggravated Assault w/Firearm,1,4,11880
Male,54,Greater than 45,African-American,0,0,0,11,(F3),Grand Theft (Motor Vehicle),0,11,76020
Male,23,Less than 25,African-American,0,0,0,2,(F1),Robbery / Weapon,0,2,73620
Male,22,Less than 25,African-American,0,0,0,0,(F3),arrest case no charge,0,0,72240
Female,26,25 - 45,African-American,0,0,0,2,(F7),arrest case no charge,1,2,85620
Female,23,Less than 25,African-American,0,2,0,3,(F3),Aggravated Assault W/Dead Weap,0,3,26400
Male,41,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,74820
Male,52,Greater than 45,Caucasian,0,0,0,0,(F3),Burglary With Assault/battery,0,0,77700
Male,43,25 - 45,Caucasian,0,0,0,13,(F3),Driving While License Revoked,1,13,28200
Male,52,Greater than 45,African-American,0,0,0,0,(F3),Uttering a Forged Instrument,0,0,81000
Male,28,25 - 45,Caucasian,0,0,0,1,(F3),arrest case no charge,0,1,23580
Male,30,25 - 45,African-American,0,0,2,11,(M1),Battery,1,11,19260
Male,30,25 - 45,African-American,0,0,2,11,(M1),Battery,1,11,19260
Male,28,25 - 45,Caucasian,0,0,0,1,(F3),Criminal Mischief,0,1,14640
Male,47,Greater than 45,Caucasian,0,0,0,1,(F2),arrest case no charge,0,1,76260
Female,34,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,85740
Male,22,Less than 25,African-American,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0,79800
Male,30,25 - 45,African-American,0,0,0,4,(F3),Driving While License Revoked,0,4,75420
Male,25,25 - 45,Hispanic,0,0,0,4,(F3),Possession of Cannabis,0,4,18720
Male,31,25 - 45,Caucasian,0,0,0,0,(F2),Burglary Unoccupied Dwelling,1,0,85080
Male,37,25 - 45,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,540
Male,32,25 - 45,African-American,0,1,0,14,(F2),Aggravated Battery / Pregnant,0,14,13320
Male,26,25 - 45,African-American,0,1,0,4,(M1),Possess Cannabis/20 Grams Or Less,0,4,78840
Male,53,Greater than 45,Caucasian,0,0,0,1,(M1),Battery,0,1,4080
Male,28,25 - 45,African-American,0,0,0,25,(F3),arrest case no charge,1,25,83520
Male,44,25 - 45,Caucasian,0,0,0,8,(M1),Battery,1,8,85080
Male,25,25 - 45,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,29520
Female,30,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,71160
Male,22,Less than 25,Caucasian,0,0,1,1,(M1),Voyeurism,1,1,81600
Female,30,25 - 45,African-American,1,0,0,2,(F2),arrest case no charge,0,2,31020
Female,20,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,23160
Female,37,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,300
Female,33,25 - 45,Caucasian,0,0,0,0,(F3),Poss Contr Subst W/o Prescript,0,0,120
Female,47,Greater than 45,Caucasian,0,0,0,2,(F2),Deliver Cocaine,0,2,900
Female,40,25 - 45,Other,0,0,0,3,(F3),Driving While License Revoked,0,3,120
Male,24,Less than 25,Other,0,0,0,0,(M1),Battery,0,0,12960
Male,36,25 - 45,Caucasian,0,0,0,8,(F3),Felony Driving While Lic Suspd,1,8,17040
Male,30,25 - 45,Caucasian,0,0,0,4,(F3),False Imprisonment,0,4,32880
Male,22,Less than 25,African-American,0,0,0,3,(M2),Prowling/Loitering,1,3,68760
Male,22,Less than 25,African-American,0,0,0,3,(M2),Prowling/Loitering,1,3,68760
Female,24,Less than 25,Caucasian,0,0,0,1,(M1),Battery,1,1,13980
Male,27,25 - 45,African-American,0,0,0,3,(M1),Viol Prot Injunc Repeat Viol,1,3,66540
Female,31,25 - 45,Hispanic,0,0,0,0,(M1),Battery,0,0,79140
Male,47,Greater than 45,African-American,0,0,0,0,(M1),Battery,0,0,9120
Male,23,Less than 25,Hispanic,0,0,1,1,(F3),arrest case no charge,1,1,22260
Female,23,Less than 25,Caucasian,0,0,4,5,(F2),arrest case no charge,1,5,65280
Male,24,Less than 25,Hispanic,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0,57060
Male,29,25 - 45,African-American,0,0,0,1,(M1),Battery,0,1,83280
Male,20,Less than 25,African-American,0,0,0,1,(F3),Carrying Concealed Firearm,1,1,10860
Male,30,25 - 45,African-American,0,0,0,2,(F3),Carrying Concealed Firearm,1,2,63300
Male,39,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,79620
Male,38,25 - 45,African-American,0,0,0,1,(M1),Possess Cannabis/20 Grams Or Less,0,1,45660
Male,39,25 - 45,Other,0,0,0,0,(F2),Throw In Occupied Dwell,0,0,78120
Male,27,25 - 45,African-American,0,0,0,4,(F3),arrest case no charge,0,4,84180
Male,18,Less than 25,African-American,2,0,0,2,(F7),arrest case no charge,0,2,78480
Male,31,25 - 45,Caucasian,0,0,0,2,(M1),arrest case no charge,1,2,70860
Female,37,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,68100
Male,31,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cannabis,0,0,67920
Male,27,25 - 45,African-American,0,0,0,2,(F3),Possession of Cocaine,0,2,22200
Male,20,Less than 25,African-American,0,0,0,0,(F3),Possession Burglary Tools,0,0,66600
Male,46,Greater than 45,African-American,1,0,0,5,(M1),Battery,0,5,10500
Male,22,Less than 25,Hispanic,0,0,1,0,(F3),"Poss3,4 Methylenedioxymethcath",0,0,5520
Female,52,Greater than 45,African-American,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0,57420
Female,23,Less than 25,African-American,0,0,0,0,(F3),Carrying Concealed Firearm,1,0,68220
Male,20,Less than 25,African-American,1,0,0,1,(F2),arrest case no charge,0,1,57240
Female,48,Greater than 45,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,73380
Male,25,25 - 45,Caucasian,0,0,0,0,(F3),"Deliver 3,4 Methylenediox",0,0,16560
Male,27,25 - 45,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,61920
Male,30,25 - 45,African-American,0,0,0,11,(F3),Unauth Poss ID Card or DL,1,11,660
Male,22,Less than 25,African-American,0,1,1,3,(M1),Battery,1,3,29940
Female,22,Less than 25,Caucasian,0,0,0,1,(F3),Pos Cannabis W/Intent Sel/Del,0,1,82860
Male,32,25 - 45,Caucasian,0,0,0,2,(F3),arrest case no charge,0,2,5340
Female,41,25 - 45,African-American,0,0,0,2,(M1),Battery on Law Enforc Officer,0,2,82140
Male,35,25 - 45,Caucasian,0,0,0,9,(F3),Burglary Conveyance Unoccup,0,9,5280
Male,43,25 - 45,African-American,0,0,0,0,(F2),Burglary Dwelling Occupied,0,0,5160
Female,25,25 - 45,Other,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,78840
Male,44,25 - 45,African-American,0,0,0,24,(M1),Opert With Susp DL 2nd Offens,0,24,58740
Male,52,Greater than 45,African-American,0,0,0,3,(F3),Possession of Cocaine,1,3,79800
Male,43,25 - 45,African-American,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,840
Male,37,25 - 45,African-American,0,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0,0,19620
Male,47,Greater than 45,Other,0,0,0,1,(M1),Battery,0,1,2580
Female,45,Greater than 45,Caucasian,0,0,0,3,(F3),arrest case no charge,0,3,5340
Male,23,Less than 25,African-American,0,0,0,2,(F3),arrest case no charge,0,2,80880
Male,37,25 - 45,Caucasian,0,0,0,3,(F3),arrest case no charge,0,3,76980
Male,28,25 - 45,African-American,0,0,0,3,(M1),Possess Cannabis/20 Grams Or Less,1,3,62520
Male,70,Greater than 45,Caucasian,0,0,0,1,(M1),Battery,0,1,84360
Male,54,Greater than 45,Caucasian,0,0,0,6,(F3),Possession of Cocaine,1,6,81720
Male,58,Greater than 45,Caucasian,0,0,0,9,(M1),Battery,0,9,56160
Male,46,Greater than 45,Caucasian,0,0,0,3,(F3),arrest case no charge,0,3,18600
Male,21,Less than 25,African-American,0,0,0,0,(M2),Petit Theft,1,0,10500
Male,26,25 - 45,African-American,0,0,0,1,(M1),Battery,1,1,73680
Male,38,25 - 45,Hispanic,0,0,0,3,(F3),Crim Use of Personal ID Info,1,3,80400
Male,34,25 - 45,Caucasian,0,0,0,5,(M1),Battery,0,5,16680
Female,34,25 - 45,Caucasian,0,0,0,0,(F3),Poss Unlaw Issue Id,0,0,4860
Male,19,Less than 25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,1,5820
Male,34,25 - 45,African-American,0,0,0,5,(M2),Driving License Suspended,0,5,83160
Female,32,25 - 45,African-American,0,0,0,3,(M1),Battery,0,3,85860
Male,23,Less than 25,Caucasian,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1,0,56280
Male,34,25 - 45,African-American,0,0,0,5,(F3),Possession of Oxycodone,1,5,70680
Male,30,25 - 45,African-American,0,0,0,2,(F2),arrest case no charge,0,2,28380
Male,39,25 - 45,African-American,0,0,0,6,(F2),Aggravated Battery / Pregnant,1,6,74400
Male,24,Less than 25,Other,0,0,0,0,(F3),Failure To Return Hired Vehicle,0,0,5160
Male,33,25 - 45,Caucasian,0,0,0,1,(M1),Driving Under The Influence,1,1,7380
Male,33,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,20640
Male,40,25 - 45,Caucasian,0,0,0,6,(M1),Viol Injunct Domestic Violence,0,6,33300
Male,58,Greater than 45,Caucasian,0,0,0,2,(F2),Agg Fleeing/Eluding High Speed,0,2,67200
Female,21,Less than 25,African-American,0,0,0,0,(M1),Battery,0,0,75420
Male,44,25 - 45,Asian,0,0,0,2,(F2),Sexual Battery / Vict 12 Yrs +,0,2,76920
Male,56,Greater than 45,African-American,0,0,0,13,(F3),Burglary Structure Unoccup,0,13,33720
Male,27,25 - 45,Caucasian,0,0,0,1,(F3),Obstruct Officer W/Violence,0,1,7920
Male,21,Less than 25,African-American,0,0,0,1,(F3),Attempted Robbery  No Weapon,1,1,15720
Male,23,Less than 25,African-American,0,0,1,4,(M1),Possess Cannabis/20 Grams Or Less,1,4,14640
Male,62,Greater than 45,Caucasian,0,0,0,0,(F3),False Imprisonment,0,0,81780
Male,27,25 - 45,African-American,1,0,1,4,(M1),Possess Cannabis/20 Grams Or Less,1,4,68340
Male,57,Greater than 45,Other,0,0,0,6,(M1),Battery,0,6,77880
Male,37,25 - 45,Caucasian,0,0,0,5,(F3),Battery on Law Enforc Officer,0,5,82920
Male,43,25 - 45,Other,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1,2,77820
Female,32,25 - 45,African-American,0,0,0,5,(F2),Aggrav Battery w/Deadly Weapon,0,5,78660
Female,33,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,4380
Male,23,Less than 25,Hispanic,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0,79620
Male,27,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,69180
Male,44,25 - 45,Caucasian,0,0,0,0,(M1),Battery,1,0,19260
Male,28,25 - 45,Caucasian,0,0,0,3,(M1),Battery,1,3,84000
Female,42,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,9780
Male,48,Greater than 45,African-American,0,0,0,5,(F3),arrest case no charge,0,5,52980
Male,24,Less than 25,Other,0,1,0,9,(F3),Resist Officer w/Violence,1,9,53700
Male,27,25 - 45,African-American,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0,19560
Male,20,Less than 25,African-American,0,0,0,0,(F3),Grand Theft (Motor Vehicle),1,0,72420
Male,24,Less than 25,African-American,0,0,0,1,(F3),Crimin Mischief Damage $1000+,0,1,85320
Male,31,25 - 45,Caucasian,2,0,0,6,(F3),Felony Petit Theft,0,6,19500
Male,22,Less than 25,African-American,0,1,0,2,(F1),arrest case no charge,0,2,82320
Female,51,Greater than 45,Caucasian,0,0,0,0,(M1),Battery on Law Enforc Officer,0,0,23880
Male,56,Greater than 45,Caucasian,0,0,0,0,(M1),Battery On Parking Enfor Speci,0,0,20400
Male,20,Less than 25,Caucasian,0,0,0,0,(M1),Battery,0,0,56400
Male,54,Greater than 45,African-American,0,0,0,1,(F3),Possession of Cocaine,0,1,10380
Male,29,25 - 45,African-American,0,0,0,7,(F3),arrest case no charge,0,7,15180
Male,42,25 - 45,Caucasian,0,0,0,0,(F2),Tampering With A Victim,0,0,5100
Male,20,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,78000
Male,53,Greater than 45,Caucasian,0,0,0,6,(F3),arrest case no charge,0,6,6540
Male,48,Greater than 45,African-American,0,0,0,8,(M1),arrest case no charge,0,8,18660
Male,24,Less than 25,Other,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,8760
Male,27,25 - 45,Caucasian,0,0,0,8,(F3),arrest case no charge,0,8,12180
Male,24,Less than 25,African-American,0,1,0,2,(F3),Burglary Structure Unoccup,1,2,10560
Male,24,Less than 25,African-American,0,1,0,2,(F3),Burglary Structure Unoccup,1,2,10560
Female,22,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,85980
Male,53,Greater than 45,Caucasian,0,0,0,36,(F3),Corrupt Public Servant,1,36,85920
Male,36,25 - 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0,15060
Male,28,25 - 45,Caucasian,0,0,0,2,(M1),Battery,1,2,18720
Male,46,Greater than 45,Hispanic,0,0,0,1,(F3),Possession of Cocaine,0,1,74040
Male,21,Less than 25,Other,0,0,0,0,(F3),Tampering With Physical Evidence,0,0,11400
Male,21,Less than 25,Hispanic,0,1,0,3,(F3),Grand Theft in the 3rd Degree,1,3,5820
Female,36,25 - 45,African-American,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0,240
Female,25,25 - 45,Caucasian,0,0,0,2,(M2),Petit Theft,1,2,4020
Female,23,Less than 25,Hispanic,0,0,0,1,(M2),Operating W/O Valid License,1,1,36900
Male,54,Greater than 45,Hispanic,0,0,0,2,(F3),Felony Battery,0,2,20580
Male,28,25 - 45,Caucasian,0,0,0,1,(F3),Pos Cannabis W/Intent Sel/Del,0,1,15660
Female,21,Less than 25,African-American,0,0,0,0,(F3),Robbery Sudd Snatch No Weapon,1,0,15360
Male,36,25 - 45,Caucasian,0,0,0,0,(M1),Viol Injunct Domestic Violence,0,0,60240
Male,24,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,64200
Male,28,25 - 45,African-American,0,0,0,3,(F3),arrest case no charge,1,3,1320
Male,30,25 - 45,Other,0,0,0,1,(F3),arrest case no charge,1,1,53220
Male,29,25 - 45,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,21360
Male,22,Less than 25,African-American,0,0,0,2,(F2),arrest case no charge,0,2,4080
Male,31,25 - 45,African-American,0,0,0,8,(F2),arrest case no charge,0,8,22440
Female,30,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,78240
Male,51,Greater than 45,Hispanic,0,0,0,1,(M2),Assault,0,1,12900
Male,33,25 - 45,Other,0,0,0,3,(F3),Felony Battery (Dom Strang),0,3,2880
Female,25,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,81120
Male,37,25 - 45,African-American,0,0,0,4,(M1),Battery,0,4,15360
Male,32,25 - 45,African-American,0,1,0,12,(F3),arrest case no charge,1,12,47640
Male,32,25 - 45,African-American,0,1,0,12,(F3),arrest case no charge,1,12,47640
Male,23,Less than 25,African-American,0,0,1,1,(F3),Grand Theft in the 3rd Degree,0,1,7920
Male,47,Greater than 45,African-American,0,0,0,3,(F3),Possession Burglary Tools,0,3,16140
Female,32,25 - 45,Hispanic,0,0,0,1,(F3),Possession of Cocaine,1,1,3600
Male,37,25 - 45,Caucasian,0,0,0,0,(F3),Forging Bank Bills/Promis Note,0,0,2520
Male,19,Less than 25,African-American,0,2,0,2,(F3),Poss Pyrrolidinovalerophenone,1,2,16560
Male,27,25 - 45,Hispanic,0,0,0,0,(M1),Battery,0,0,7860
Male,39,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,72060
Female,21,Less than 25,Caucasian,0,0,2,0,(F3),Possession of Cocaine,0,0,14760
Male,69,Greater than 45,Caucasian,0,0,0,0,(M2),Aggravated Assault W/dead Weap,0,0,81840
Male,36,25 - 45,Caucasian,0,0,0,3,(F3),arrest case no charge,0,3,79020
Male,21,Less than 25,Caucasian,0,0,0,2,(F3),arrest case no charge,0,2,7800
Male,26,25 - 45,African-American,0,0,1,6,(M1),Battery,1,6,63840
Male,22,Less than 25,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,4500
Female,23,Less than 25,African-American,0,0,0,0,(F3),Driving While License Revoked,1,0,58800
Male,20,Less than 25,African-American,1,0,0,1,(F3),arrest case no charge,0,1,78420
Male,28,25 - 45,Caucasian,0,0,0,0,(F3),Possession Of Heroin,0,0,86040
Male,45,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,26340
Male,49,Greater than 45,African-American,0,0,0,3,(F3),Grand Theft (Motor Vehicle),0,3,63420
Male,29,25 - 45,African-American,0,0,1,2,(M1),Battery,1,2,68880
Female,60,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,75720
Male,23,Less than 25,African-American,2,0,0,3,(F3),"Poss3,4 Methylenedioxymethcath",1,3,21420
Male,34,25 - 45,Hispanic,0,0,0,2,(M1),arrest case no charge,1,2,74700
Male,30,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,84300
Female,20,Less than 25,Other,1,0,0,1,(F1),arrest case no charge,0,1,82380
Male,36,25 - 45,Hispanic,0,0,0,1,(F3),Felony/Driving Under Influence,0,1,9120
Male,30,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,72480
Male,21,Less than 25,African-American,0,1,0,1,(F3),Grand Theft in the 3rd Degree,1,1,66300
Male,34,25 - 45,African-American,1,0,0,11,(M1),Battery,0,11,65940
Male,25,25 - 45,Hispanic,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,1,54000
Male,25,25 - 45,African-American,0,0,0,7,(F2),arrest case no charge,0,7,1680
Male,22,Less than 25,Caucasian,0,0,0,2,(M1),Possess Cannabis/20 Grams Or Less,1,2,72720
Male,29,25 - 45,Caucasian,0,0,0,2,(M2),Burglary Unoccupied Dwelling,0,2,26520
Male,36,25 - 45,African-American,0,0,0,1,(F3),arrest case no charge,0,1,30420
Male,29,25 - 45,African-American,0,1,0,7,(M1),Battery,0,7,78540
Male,21,Less than 25,African-American,0,0,0,4,(F3),arrest case no charge,1,4,79620
Male,21,Less than 25,African-American,0,0,0,0,(F3),Burglary Structure Unoccup,1,0,12960
Male,33,25 - 45,Caucasian,0,0,0,3,(F3),Possession of Cocaine,0,3,47640
Male,34,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,18180
Male,27,25 - 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0,85860
Female,50,Greater than 45,Caucasian,0,0,0,1,(M1),Battery,1,1,78120
Male,26,25 - 45,African-American,0,0,0,1,(F3),arrest case no charge,0,1,75060
Male,40,25 - 45,Caucasian,0,0,0,0,(F3),arrest case no charge,1,0,24600
Male,25,25 - 45,African-American,0,0,0,7,(F3),Tamper With Witness/Victim/CI,1,7,18000
Female,53,Greater than 45,Caucasian,0,0,0,1,(M1),Battery,0,1,72900
Female,24,Less than 25,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,14760
Male,39,25 - 45,Caucasian,0,0,0,2,(M1),Battery,0,2,16440
Male,42,25 - 45,African-American,0,0,0,1,(F2),arrest case no charge,0,1,19980
Male,28,25 - 45,African-American,0,0,0,1,(M1),Battery,0,1,70560
Male,24,Less than 25,Caucasian,0,0,0,1,(M2),Disorderly Intoxication,0,1,34860
Female,23,Less than 25,Hispanic,0,0,0,0,(M1),Battery,0,0,49080
Male,26,25 - 45,African-American,1,1,0,6,(F3),Robbery / No Weapon,1,6,1200
Male,42,25 - 45,African-American,0,0,0,3,(M1),Battery,0,3,58680
Male,22,Less than 25,Caucasian,0,0,1,1,(M2),Driving Under The Influence,0,1,5340
Male,22,Less than 25,African-American,0,0,0,4,(F3),Grand Theft in the 3rd Degree,1,4,16920
Male,21,Less than 25,Caucasian,0,0,0,3,(M1),arrest case no charge,0,3,77940
Male,37,25 - 45,African-American,0,0,0,23,(F3),Battery on Law Enforc Officer,1,23,22860
Male,44,25 - 45,Caucasian,0,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0,0,1680
Male,64,Greater than 45,Caucasian,0,0,0,13,(F3),arrest case no charge,0,13,360
Male,35,25 - 45,African-American,0,0,0,2,(F3),Possession of Cannabis,0,2,18420
Male,36,25 - 45,African-American,0,0,0,8,(F3),Possession of Ethylone,0,8,24000
Male,53,Greater than 45,African-American,0,0,0,2,(F3),Felony Driving While Lic Suspd,0,2,63060
Male,29,25 - 45,African-American,0,0,0,7,(F3),Possession of Cocaine,1,7,20040
Male,48,Greater than 45,Caucasian,1,0,0,23,(F3),Felony Petit Theft,1,23,81120
Male,23,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,1920
Male,48,Greater than 45,Hispanic,0,0,0,8,(F3),arrest case no charge,0,8,15240
Female,52,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,15660
Male,44,25 - 45,African-American,0,0,0,7,(M1),Battery,0,7,65220
Male,28,25 - 45,Asian,0,0,0,1,(F3),Poss Pyrrolidinovalerophenone,0,1,57420
Male,27,25 - 45,African-American,0,0,0,12,(F3),Driving While License Revoked,1,12,81660
Male,28,25 - 45,African-American,0,0,0,5,(F3),arrest case no charge,1,5,21480
Male,33,25 - 45,Caucasian,0,0,0,3,(M1),Battery,0,3,23640
Female,28,25 - 45,Hispanic,0,0,0,0,(F7),arrest case no charge,0,0,32940
Male,47,Greater than 45,Caucasian,0,0,0,5,(F3),Possession of Cocaine,1,5,8880
Male,36,25 - 45,African-American,0,0,0,14,(F2),Throw Deadly Missile Into Veh,1,14,81240
Male,29,25 - 45,African-American,1,0,0,2,(F2),Aggravated Battery / Pregnant,0,2,74220
Male,22,Less than 25,African-American,0,0,1,0,(M1),Unlaw Use False Name/Identity,1,0,27000
Male,26,25 - 45,African-American,0,0,2,6,(F2),Poss Cocaine/Intent To Del/Sel,0,6,22380
Male,40,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,15000
Male,65,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,80760
Male,25,25 - 45,Caucasian,0,0,0,0,(F3),Resist Officer w/Violence,0,0,17160
Male,68,Greater than 45,Caucasian,0,0,0,2,(F3),Aggravated Assault W/dead Weap,0,2,68220
Female,32,25 - 45,Caucasian,0,0,0,1,(F3),Neglect Child / No Bodily Harm,0,1,6780
Male,56,Greater than 45,African-American,0,0,0,5,(F3),Driving While License Revoked,0,5,6720
Male,27,25 - 45,African-American,0,0,0,9,(F2),Aggravated Battery / Pregnant,1,9,10320
Male,27,25 - 45,African-American,0,0,0,9,(F2),Aggravated Battery / Pregnant,1,9,10320
Male,52,Greater than 45,Caucasian,0,0,0,4,(F3),Grand Theft in the 3rd Degree,1,4,2700
